,text
4977,第五局，2分半，双方换龙，九月橘右京拿下暴君，不然娜可露露拿下先知主宰，6分50秒，橘右京拿下暴君，7分半，娜可露露拿下先知主宰，8分钟，冰尘苏烈大闪拍三人，羲和盾山死亡架大倒地交出一血，苏烈掉被动后无人踩灯阵亡，9分45秒，盾山走位靠前被钎城马可波罗大招转死，10分半，娜可露露拿下暗影主宰，11分半，苏烈闪现进场卖血量，马可波罗转大卖自己融化两人，12分40秒，娜可露露拿下暗影暴君，14分钟，XYG外塔全部被破，14分半，娜可露露拿下暗影主宰，15分50秒，九尾弈星大招卡位置，XYG上路高地被破。
4978,17分钟，苏烈被集火倒地，酷偕马超戳死弈星，17分半，橘右京拿下暗影暴君，17分59秒，清清吕布大招跳两人，娜可露露扑秀豆成吉思汗被风筝，娜可露露掉复活甲后被守尸阵亡，19分半，马超深入敌方后排戳死马可波罗，21分钟，盾山背到苏烈，盾山被迫交大招自保，吕布跳大留人，盾山先行倒地，马可波罗大招转满接一技能带走灵梦嬴政，娜可露露扑死成吉思汗拿到双杀，XYG连倒四人仅剩马超，21分半，TTG三人秒掉马超，XYG被团灭，TTG推掉敌方水晶，来到赛点局。本局最佳给到广州TTG.钎城的马可波罗
4979,第六局，3分半，清清关羽一刀劈死灵梦西施拿到一血，4分钟，不然兰陵王拿下暴君，5分18秒，TTG三人越塔抓死九月曹操，5分40秒，兰陵王拿下先知主宰，8分钟，兰陵王拿下暴君，10分15秒，兰陵王抢下暗影主宰，11分半，西施拉中钎城黄忠逼出其闪现，12分20秒，曹操拿下暗影暴君，15分50秒，关羽拿下暗影主宰，17分钟，曹操拿下暗影暴君，21分半，兰陵王动手切曹操，曹操开大反打切出兰陵王复活甲，关羽支援赶到带走曹操，黄忠被集火倒地，23分半，西施拉中关羽，关羽被集火倒地。
4980,24分钟，兰陵王抢下风暴龙王，25分半，XYG下路高地被风暴先锋推掉，黄忠吃到大量伤害倒地，26分钟，虞姬带线露头，曹操被冲死，酷偕猪八戒大招框住黄忠，虞姬支援赶到开二技能伤害爆炸拿到双杀，XYG上路高地再次被兵线推掉。30分钟，猪八戒位置尴尬被五人集火，关羽侧翼杀出一刀击杀虞姬，曹操被风筝掉复活甲后被守尸，兰陵王切死太乙真人，黄忠输出爆炸二连击破，XYG被团灭，TTG上路一波推掉敌方水晶，战胜XYG。本局最佳给到广州TTG.不然的兰陵王
4981,2021年王者荣耀KPL秋季赛开赛在即，对于观众们而言这无疑是一场激动人心的视觉盛宴，新人的加入以及老将的回归，都让这一次的秋季赛备受期待。秋季赛赛程已经公，布首场比赛将在南京HERO久竞和广州TTG之间展开，如果最近有在关注赛事信息的话，应该都会知道最近的微博杯比赛也在同步展开，而且时间上和秋季赛常规赛多少有点冲突，微博杯比赛刚结束秋季赛赛就开始了，所以就有了广州TTG决意弃赛（微博杯）这一决定。
4982,TTG为了不耽误KPL秋季赛常规赛的赛程，放弃了正在参与的微博胜者组决赛，也正这个决定在玩家之中引起了不小的争议，很多人都在指责TTG不够尊重比赛。而最近主教练KEAR甚至还被联盟方面警告了，迫于舆论压力KEAR不得不删除了当初在微博发布的弃赛声明。
4983,从赛事规格上讲，KPL秋季赛和微博杯比赛两者不在一个等级，无论是从赛事规模还是关注度上都是前者更胜一筹。如果有队伍在两者的赛程上发生冲突，那么毫无疑问会放弃参与不太重要的比赛，继而选择更加重要的比赛，相信所有队伍也会这么选择，但是TTG这一次的弃赛决定为什么却能引起争议呢？其实还是一个“态度”的问题。
4984,微博杯虽然并非高规格的正赛，但也是由草台班子举办（没想到吧？虽然奖金少的可怜），哪怕要弃赛好歹也要和官方沟通好，而不是在没有通知主办方的情况下私自决定弃赛。如果是因为赛程冲突，这一点完全可以理解，毕竟TTG在常规赛的第1场比赛是作为开场，如果微博杯进行到很晚还要着急忙慌地连夜赶往南京，中间的确需要留出空档来调整心态和状态，但这种情况在过去的一段时间为何没有考虑到呢？临到头了，再突然决定弃赛，拂了官方的面子不说，还是由教练在微博声明弃赛，这直接说明他们确实没把微博杯当回事。
4985,这样一来，KEAR教练遭到联盟警告也就不难理解了，即便赛事规格再小也要走合理的程序，而不是临时起意趁主办方还没发话就抢先发弃赛声明。如果只是虎牙杯这种由平台发起并承办的赛事也就算了，毕竟微博杯是由草台班子办的，多少还是要给点面子的。
4986,事已至此，也希望TTG能够安下心来准备好迎接接下来的秋季赛揭幕战，根据TTG最近在微博杯的表现整体还是很不错的，首发五人组的默契算是这一届KPL里最高的了。HERO方面在人员上做了巨大调整，清融、星痕年龄不达标，子阳转会去了E星，目前的阵容属于两位老人带三位新人，具体磨合有待观察，表面来看无疑还是TTG胜算更高一些。
4987,对于TTG在微博杯作出的弃赛决定，你们有什么看法呢？KPL秋季赛的揭幕战，广州TTG对阵HERO久竞，你们更加看好哪一支队伍呢？
4988,2021年KPL春季赛常规赛于3月27日正式打响，A组首场比赛由广州TTG对战北京WB，季前赛中广州TTG二比一战胜了北京WB，本场比赛绑兔未上首发名单。最终，广州TTG三比一战胜北京WB，拿到A组首个积分。
4989,第一局，开局救赎鲁班大师闪现被逼出，2分20秒，不然镜拿下暴君，5分钟，鲁班大师拉到冰尘大乔，千世不知火舞击杀大乔拿到一血，清清白起赶来嘲讽接二技能击杀不知火舞，5分50秒，镜单杀暖阳娜可露露，闪光狄仁杰黄牌命中钎城公孙离将其击杀，6分半，不知火舞被集火倒地，镜拿下先知主宰。7分半，镜一打三险些换掉一人，镜倒地。8分半，白起二技能拉三人，九尾周瑜铺火伤害拉满，TTG一换二WB。
4990,9分半，白起嘲讽两人交闪现拉开位置，丝血白起乘坐电梯回城，TTG推掉敌方上路二塔，10分半，镜拿下暗影暴君。11分半，WB中路高地被破，13分14秒，镜拿下主宰，14分半，鲁班大师拉三人，娜可露露扑空，不知火舞绕后反被秒，周瑜烧死娜可露露，WB下路高地被破，15分钟，狄仁杰被耗至残血，TTG顺着下路兵线推掉敌方水晶，拿下首局比赛胜利。本局最佳给到广州TTG.清清的白起
4991,"第二局，1分钟，千世沈梦溪击杀九尾西施拿下一血，少人的TTG野区沦陷，不然娜可露露倒地，2分钟，冰尘太乙真人逼出闪光马可波罗净化，4分50秒，暴君助攻击飞清清吕布，马可波罗点死吕布，5分半，马可波罗拿下暴君，暖阳赵云扎起娜可露露收下其人头，7分半，娜可露露被蹲到，神人刘邦传大，TTG五人集结打出0换2,9分45秒，马可波罗拿下暴君，10分45秒，娜可露露拿下主宰，赵云极限换掉暗影暴君，马可波罗一技能扫残吕布，吕布交大撤退，TTG中路外塔被破。"
4992,12分半，赵云扎起娜可露露，太乙真人给保护，赵云倒地，14分18秒，马可波罗大招转到钎城鲁班七号，太乙真人复活未给到，鲁班七号被沈梦溪炸死，15分15秒，赵云单开掉暗影暴君，16分10秒，马可波罗拿下主宰，17分钟，九尾西施拉中盾山，盾山被集火倒地，赵云大招扎三人后被西施拉至塔下，赵云倒地，刘邦回马枪控两人，马可波罗转大转两人，马可波罗三连决胜，娜可露露清掉下路主宰先锋临死换掉沈梦溪，TTG中下两路高地被破，19分半，WB拿下暗影暴君。
4993,21分钟，赵云拿下风暴龙王，22分半，WB冲上路高地失败，西施将赵云拉至塔下，双方一换一。25分钟，太乙真人舔中沈梦溪，沈梦溪复活甲被打出，鲁班七号三条命闪现拉开位置输出打满，娜可露露起飞收下赵云，TTG二换四WB，28分半，TTG三路高地全部被破，29分半，赵云上路带线被西施+娜可露露抓死，32分钟，TTG一换三WB，34分钟，WB利用风暴龙王逼团，娜可露露扑死马可波罗，赵云反杀娜可露露，35分钟，三路超级兵已经无敌推掉TTG水晶，WB扳回一局。本局最佳给到北京WB.闪光的马可波罗
4994,第三局，TTG三BUFF开局，1分20秒，冰尘鲁班大师一闪拍到闪光虞姬，九尾姜子牙二技能击杀虞姬拿到一血，2分10秒，不然裴擒虎拿下暴君，2分半，神人吕布闪现躲掉钎城百里守约一枪，姜子牙大闪太短未能刮到吕布，3分42秒，暖阳露娜拿下先知主宰，6分半，姜子牙大招刮残虞姬，TTG反蓝成功，不然裴擒虎拿下暴君，8分15秒，露娜绕后，姜子牙为保裴擒虎卖掉自己。9分钟，裴擒虎拿下先知主宰，10分半，裴擒虎拿下暗影暴君。
4995,11分钟，姜子牙一技能烫死虞姬，清清廉颇贴脸A死救赎太乙真人，吕布被集火倒地，WB阵亡三人，中路二塔被破。12分半，裴擒虎拿下主宰，WB仅剩三路高地，13分半，WB中路高地被破，14分43秒，裴擒虎SOLO掉主宰，15分钟，百里守约利用偷龙BUFF一枪电死吕布，再接一枪击杀露娜，WB再掉下路高地，15分半，裴擒虎切换人形态打残两人，百里守约点死太乙真人，TTG五打三一波推掉敌方水晶，进入赛点局。本局最佳给到广州TTG.钎城的百里守约
4996,第四局，2分50秒，不然橘右京拿下暴君，3分半，暖阳阿古朵大招拍到钎城伽罗，救赎张飞开干扰越塔，闪光孙尚香点死伽罗拿下一血，阿古朵抗塔过多被九尾不知火舞一闪击杀，4分50秒，TTG葫芦娃救爷爷，千世周瑜二连击破，周瑜再烧死冰尘牛魔一波团战拿到三个人头，6分钟，周瑜拿下先知主宰，7分半，橘右京拿下暴君，10分15秒，阿古朵拿下暗影暴君，11分40秒，TTG仅剩三路高地，13分半，张飞大招吼中橘右京，橘右京被孙尚香点死，14分钟，冰尘牛魔大闪拍到孙尚香，不知火舞切死孙尚香后再切死周瑜拿到双杀，神人马超救世戳死清清夏洛特和不知火舞，15分钟，橘右京切死夏洛特，双方换龙，阿古朵拿下主宰，橘右京拿下暗影暴君。
4997,18分半，夏洛特暴露视野被张飞开加速抓死掉点，TTG下路高地被破，19分半，阿古朵拿下暗影暴君，19分45秒，伽罗点死马超，孙尚香换出复活甲贴脸输出二连击破，夏洛特切死孙尚香同样拿到双杀，双方三换三。22分半，夏洛特闪现进场拍三人打出孙尚香复活甲，不知火舞守尸击杀孙尚香，TTG一换二WB，23分半，不知火舞滚死阿古朵，伽罗拿下风暴龙王，26分钟，WB外塔全部被拔，28分半，伽罗拿下风暴龙王，夏洛特切死孙尚香后无限刷被动三连决胜，WB中路高地被破，29分钟，马超未能清掉中路兵线，WB被团灭，TTG推掉敌方水晶，战胜WB。本局最佳给到广州TTG.钎城的伽罗
4998,2021年所有《王者荣耀》赛事都已经圆满结束了！而2021年冬季冠军杯的总冠军归属也已经确定了，跟秋季赛几乎是一模一样的剧本，ESTARPRO以4比1的大比分轻松战胜TTG，不仅只是豪取两连冠，更重要的是，他们完成了队史大满贯。然而，有人欢喜有人愁，而2021年这一整年下来，好像愁的一直都是TTG啊！怎么一回事呢？TTG再次败给ESTARPRO之后，他们今年已经第3次拿亚军了。
4999,ESTARPRO喜提两连冠，完成队史大满贯的壮举，几乎整个KPL圈子都对他们表示了祝贺，都在恭喜ESTARPRO。然而这时候却有一个人发出了不一样的声音。而这个人就是解说李九。而解说李九也因为这个不一样的声音被外界质疑，甚至被外界骂惨了。解说李九到底说了什么？这又是怎么一回事呢？咱们接着往下聊哈！
5000,原来，在冬冠尘埃落定了，解说李九除了发文恭喜ESTARPRO完成队史大满贯之外，他还祝贺TTG“1年3亚”，并且直言TTG的成就也是很难做到的。解说李九表示：TTG这1年来一直都保持着超高的竞技状态，而且能在反复倒在最后一步之后再一次次站起来，是一件非常了不起的事情。而解说李九在发表这些观点之后，不少网友纷纷表示他这是情商低的表现，也有网友吐槽他这是在TTG伤口上撒盐，活该解说不了比赛。
5001,《王者荣耀》赛事自创办以来，其实一直都有一个“亚军魔咒”，很多队伍在拿到亚运之后，很容易会因为备受打击而一蹶不振。但是TTG连拿那么多个亚军，却丝毫没有受到“亚军魔咒”的影响，这说明他们的韧性以及实力都是顶尖的。2021年下来，TTG一直都是很顶尖的队伍，但比较遗憾的是每个赛季都有一支比他们还顶级的队伍。没有人知道亚军是怎么走下场的，除非他们1年拿了3次！这话真的是杀人诛心，但确实是一点儿毛病都没有。其实，亚军也应该得到认可。要知道进总决赛可一直都是多少队伍梦寐以求的事情啊，就比如说TES。
5002,不知道从什么时候起，亚军就成了“贬义词”，但小伙伴们可别忘了，1年诞生多少个冠军，就会诞生多少个亚军，亚军跟冠军一样稀缺。虽然TTG在2021年未能夺冠，但他们“1年3亚”的战绩也值得被认可。虽然解说李九有时候做事会有一些争议，但这一次漫雨觉得解说李九没错。“1年3亚”的TTG同样值得祝贺，真心也不是哪支战队可以随随便便实现这样的目标。
